global_q,page,section_q,modality,llm_only_correct,precision_correct,deterministic_label,evidence_status,evidence_source,comparison,blocking_reasons,chosen_option,question_crop_path,option_crop_paths,green_fractions,question_text_short
1,1,1,text_only,4,4,4,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,1,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p01_q001_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p01_q001_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p01_q001_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p01_q001_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p01_q001_opt_4_option.png,1:0.00032;2:0.00103;3:0.00100;4:0.00854,Select the set of letters that when sequentially placed in the blanks of the given letter series will complete the series. k_lmml_mk_mmk_lkkl_m
52,15,2,text_only,1,1,1,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,1,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p15_q052_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p15_q052_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p15_q052_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p15_q052_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p15_q052_opt_4_option.png,1:0.01068;2:0.00000;3:0.00000;4:0.00000,"If the number 1005x4 is completely divisible by 8, then the smallest integer in place of x will be:"
53,15,3,math_formula,3,3,3,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,3,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p15_q053_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p15_q053_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p15_q053_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p15_q053_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p15_q053_opt_4_option.png,1:0.00000;2:0.00000;3:0.01290;4:0.00000,"If the base radius of 2 cylinders are in the ratio 3 : 4 and their heights are in the ratio 4 : 9, then the ratio of their volumes is:"
54,15,4,math_formula,2,2,2,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,2,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p15_q054_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p15_q054_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p15_q054_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p15_q054_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p15_q054_opt_4_option.png,1:0.00000;2:0.00867;3:0.00000;4:0.00000,"If x, y, z are three integers such that x + y = 8, y + z = 13 and z + x = 17, then the value of x²/yz is:"
55,15,5,table_di,2,2,2,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,2,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p15_q055_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p15_q055_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p15_q055_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p15_q055_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p15_q055_opt_4_option.png,1:0.00035;2:0.01317;3:0.00008;4:0.00000,"The given table shows the number (in thousands) of cars of five different models A, B, C, D and E produced during Years 2012-2017. Study the table and answer the question that foll"
56,16,6,table_di,4,4,4,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,4,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p16_q056_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p16_q056_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p16_q056_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p16_q056_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p16_q056_opt_4_option.png,1:0.00019;2:0.00003;3:0.00000;4:0.00851,"The given table shows the number (in thousands) of cars of five different models A, B, C, D and E produced during Years 2012-2017. Study the table and answer the question that foll"
57,16,7,math_formula,1,1,1,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,1,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p16_q057_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p16_q057_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p16_q057_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p16_q057_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p16_q057_opt_4_option.png,1:0.00994;2:0.00000;3:0.00000;4:0.00000,"If x = 4cosA + 5sinA and y = 4sinA - 5cosA, then the value of x² + y² is:"
58,16,8,text_only,1,1,1,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,1,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p16_q058_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p16_q058_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p16_q058_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p16_q058_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p16_q058_opt_4_option.png,1:0.00940;2:0.00101;3:0.00022;4:0.00005,"Out of 6 numbers, the sum of the first 5 numbers is 7 times the 6th number. If their average is 136, then the 6th number is:"
59,17,9,table_di,3,3,3,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,3,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p17_q059_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p17_q059_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p17_q059_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p17_q059_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p17_q059_opt_4_option.png,1:0.00021;2:0.00033;3:0.01277;4:0.00002,"The given table shows the number (in thousands) of cars of five different models A, B, C, D and E produced during Years 2012-2017. Study the table and answer the question that foll"
60,17,10,math_formula,4,4,4,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,4,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p17_q060_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p17_q060_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p17_q060_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p17_q060_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p17_q060_opt_4_option.png,1:0.00000;2:0.00044;3:0.00003;4:0.00791,"If x^2a = y^2b = z^2c ≠ 0 and x^2 = yz, then the value of (ab+bc+ca)/bc is:"
61,17,11,math_formula,2,2,2,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,2,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p17_q061_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p17_q061_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p17_q061_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p17_q061_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p17_q061_opt_4_option.png,1:0.00029;2:0.01323;3:0.00000;4:0.00009,"If x - y = 4 and xy = 45, then the value of x^3 - y^3 is:"
62,17,12,text_only,3,3,3,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p17_q062_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p17_q062_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p17_q062_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p17_q062_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p17_q062_opt_4_option.png,1:0.00099;2:0.00038;3:0.01104;4:0.00000,"₹4,300 becomes ₹4,644 in 2 years at simple interest. Find the principle amount that will become ₹10,104 in 5 years at the same rate of interest."
63,18,13,table_di,4,4,4,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,4,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p18_q063_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p18_q063_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p18_q063_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p18_q063_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p18_q063_opt_4_option.png,1:0.00000;2:0.00003;3:0.00003;4:0.00849,"The given table shows the number (in thousands) of cars of five different models A, B, C, D and E produced during Years 2012-2017. Study the table and answer the question that foll"
64,18,14,math_formula,3,3,3,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,4,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p18_q064_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p18_q064_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p18_q064_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p18_q064_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p18_q064_opt_4_option.png,1:0.00000;2:0.00000;3:0.00793;4:0.00002,"If '+' means '-', '-' means '+', 'x' means '÷' and '÷' means 'x', then the value of 42-12x3+8÷2+15 / 8x2-4+9÷3 is:"
65,18,15,math_formula,4,4,4,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p18_q065_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p18_q065_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p18_q065_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p18_q065_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p18_q065_opt_4_option.png,1:0.00007;2:0.00000;3:0.00000;4:0.00725,"A person sells an article at 10% below its cost price. Had he sold it for ₹332 more, he would have made a profit of 20%. What is the original selling price (in ₹) of the article?"
66,19,16,math_formula,3,3,3,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,1,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p19_q066_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p19_q066_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p19_q066_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p19_q066_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p19_q066_opt_4_option.png,1:0.00019;2:0.00000;3:0.01230;4:0.00000,"If A + B = 45°, then the value of 2(1 + tanA)(1 + tanB) is:"
67,19,17,text_only,3,3,3,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p19_q067_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p19_q067_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p19_q067_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p19_q067_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p19_q067_opt_4_option.png,1:0.00045;2:0.00092;3:0.01270;4:0.00011,"A train crosses a pole in 12 sec, and a bridge of length 170 m in 36 sec. Then the speed of the train is:"
68,19,18,math_formula,1,1,1,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p19_q068_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p19_q068_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p19_q068_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p19_q068_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p19_q068_opt_4_option.png,1:0.00882;2:0.00000;3:0.00000;4:0.00000,"The ratio of the number of boys to the number of girls in a school of 640 students, is 5 : 3. If 30 more girls are admitted in the school, then how many more boys should be admitte"
69,19,19,text_only,2,2,2,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p19_q069_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p19_q069_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p19_q069_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p19_q069_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p19_q069_opt_4_option.png,1:0.00049;2:0.01110;3:0.00102;4:0.00035,"In Δ ABC, MN || BC, the area of quadrilateral MBCN=130 sqcm. If AN : NC=4 : 5, then the area of Δ MAN is:"
70,20,20,math_formula,1,1,1,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p20_q070_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p20_q070_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p20_q070_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p20_q070_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p20_q070_opt_4_option.png,1:0.00917;2:0.00000;3:0.00000;4:0.00000,"If A lies in the first quadrant and 6tanA = 5, then the value of (8 sin A - 4 cos A) / (cos A + 2 sin A) is:"
71,20,21,math_formula,4,4,4,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,4,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p20_q071_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p20_q071_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p20_q071_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p20_q071_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p20_q071_opt_4_option.png,1:0.00061;2:0.00000;3:0.00000;4:0.00849,"If the length of a rectangle is increased by 40%, and the breadth is decreased by 20%, then the area of the rectangle increases by x%. Then the value of x is:"
72,20,22,math_formula,4,4,4,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p20_q072_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p20_q072_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p20_q072_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p20_q072_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p20_q072_opt_4_option.png,1:0.00004;2:0.00013;3:0.00026;4:0.00842,"A shopkeeper marks the price of the article in such a way that after allowing 28% discount, he wants a gain of 12%. If the marked price is ₹224, then the cost price of the article "
73,20,23,math_formula,4,4,4,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,4,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p20_q073_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p20_q073_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p20_q073_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p20_q073_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p20_q073_opt_4_option.png,1:0.00000;2:0.00022;3:0.00022;4:0.00865,"The radius of a circular garden is 42 m. The distance (in m) covered by running 8 rounds around it, is: (Take π = 22/7)"
74,21,24,math_formula,3,3,3,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p21_q074_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p21_q074_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p21_q074_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p21_q074_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p21_q074_opt_4_option.png,1:0.00063;2:0.00000;3:0.01235;4:0.00000,"A, B and C are three points on a circle such that the angles subtended by the chord AB and AC at the centre O are 110° and 130°, respectively. Then the value of ∠BAC is:"
75,21,25,text_only,3,3,3,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,3,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p21_q075_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p21_q075_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p21_q075_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p21_q075_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p21_q075_opt_4_option.png,1:0.00162;2:0.00000;3:0.00874;4:0.00000,"A, B and C can individually complete a piece of work in 24 days, 15 days and 12 days, respectively. B and C started the work and worked for 3 days and left. The number of days requ"
76,21,1,text_only,1,1,1,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,3,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p21_q076_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p21_q076_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p21_q076_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p21_q076_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p21_q076_opt_4_option.png,1:0.01581;2:0.00000;3:0.00000;4:0.00000,Fill in the blank with the most appropriate word. We must ________ help to the homeless and physically disabled people.
